human_gene_id	human_gene_name	rabbit_align_seq	rabbit_align_start	rabbit_align_end	rabbit_align_strand	rabbit_align_length
ENSG00000285441	SOD2	12	149612953	149613642	1	690
ENSG00000285441	SOD2	12	149613643	149614171	1	529
ENSG00000285441	SOD2	12	149605242	149606117	1	876
ENSG00000285441	SOD2	12	149604830	149606111	1	1282
ENSG00000285441	SOD2	12	149628726	149629152	1	427
ENSG00000127561	SYNGR3	GL019309	10433	10729	1	297
ENSG00000127561	SYNGR3	GL019309	10433	10729	1	297
ENSG00000127561	SYNGR3	GL019309	10227	10296	1	70
ENSG00000127561	SYNGR3	GL019309	10433	10729	1	297
ENSG00000198719	DLL1	GL018966	233889	234555	-1	667
ENSG00000198719	DLL1	GL018966	227869	227973	-1	105
ENSG00000198719	DLL1	GL018966	149668	149990	-1	323
ENSG00000198719	DLL1	GL018966	149737	149990	-1	254
ENSG00000059145	UNKL	3	6830682	6831038	-1	357
ENSG00000059145	UNKL	3	6830682	6831037	-1	356
ENSG00000059145	UNKL	3	6830682	6831037	-1	356
ENSG00000163515	RETNLB	GL018767	807614	807726	1	113
ENSG00000163515	RETNLB	GL018767	807614	807726	1	113
ENSG00000144840	RABL3	14	98186599	98187186	-1	588
ENSG00000144840	RABL3	14	98184676	98184760	-1	85
ENSG00000144840	RABL3	14	98184267	98184393	-1	127
ENSG00000144840	RABL3	14	98182140	98183807	-1	1668
ENSG00000144840	RABL3	14	98182140	98182314	-1	175
ENSG00000144840	RABL3	14	98121721	98121897	-1	177
ENSG00000144840	RABL3	14	98101425	98101662	-1	238
ENSG00000144840	RABL3	14	98095783	98096454	-1	672
ENSG00000144840	RABL3	14	98094695	98095782	-1	1088
ENSG00000144840	RABL3	14	98121503	98121897	-1	395
ENSG00000159212	CLIC6	GL018729	1473235	1473401	1	167
ENSG00000159212	CLIC6	GL018729	1473658	1475194	1	1537
ENSG00000159212	CLIC6	GL018729	1473235	1473401	1	167
ENSG00000159212	CLIC6	GL018729	1473658	1475194	1	1537
ENSG00000159086	PAXBP1	14	162725037	162726192	1	1156
ENSG00000182093	GET1	GL018907	394001	394708	1	708
ENSG00000182093	GET1	GL018907	393933	394705	1	773
ENSG00000182093	GET1	GL018907	393933	394705	1	773
ENSG00000182093	GET1	GL018907	393947	394705	1	759
ENSG00000182093	GET1	GL018907	415867	416134	1	268
ENSG00000182093	GET1	GL018907	407527	407996	1	470
ENSG00000182093	GET1	GL018907	408384	409703	1	1320
ENSG00000182093	GET1	GL018907	409458	409703	1	246
ENSG00000182093	GET1	GL018907	415801	416114	1	314
ENSG00000182093	GET1	GL018907	415837	416114	1	278
ENSG00000182093	GET1	GL018907	415839	416114	1	276
ENSG00000182093	GET1	GL018907	415844	416114	1	271
ENSG00000182093	GET1	GL018907	415920	416114	1	195
ENSG00000182093	GET1	GL018907	415940	416114	1	175
ENSG00000182093	GET1	GL018907	416013	416114	1	102
ENSG00000182093	GET1	GL018907	416073	416114	1	42
ENSG00000112539	C6orf118	12	154486570	154487008	1	439
ENSG00000008516	MMP25	GL018828	294290	295575	1	1286
ENSG00000008516	MMP25	GL018828	291864	291977	1	114
ENSG00000162073	PAQR4	GL018828	221258	221464	1	207
ENSG00000162073	PAQR4	GL018828	221616	221656	1	41
ENSG00000162073	PAQR4	GL018828	221712	221949	1	238
ENSG00000162073	PAQR4	GL018828	224581	226440	1	1860
ENSG00000162073	PAQR4	GL018828	224581	225054	1	474
ENSG00000162073	PAQR4	GL018828	224581	226442	1	1862
ENSG00000162073	PAQR4	GL018828	224581	226440	1	1860
ENSG00000162073	PAQR4	GL018828	224581	225026	1	446
ENSG00000162073	PAQR4	GL018828	225786	226044	1	259
ENSG00000162073	PAQR4	GL018828	225788	226201	1	414
ENSG00000162073	PAQR4	GL018828	225803	226044	1	242
ENSG00000162073	PAQR4	GL018828	225814	226044	1	231
ENSG00000162073	PAQR4	GL018828	225844	226044	1	201
ENSG00000162073	PAQR4	GL018828	225846	226044	1	199
ENSG00000141867	BRD4	GL018829	684949	685736	-1	788
ENSG00000141867	BRD4	GL018829	684598	684948	-1	351
ENSG00000141867	BRD4	GL018829	682962	684168	-1	1207
ENSG00000141867	BRD4	GL018829	673309	675459	-1	2151
ENSG00000141867	BRD4	GL018829	669259	669947	-1	689
ENSG00000141867	BRD4	GL018829	667448	667612	-1	165
ENSG00000141867	BRD4	GL018829	659152	659169	-1	18
ENSG00000141867	BRD4	GL018829	658543	658572	-1	30
ENSG00000164530	PI16	12	26848756	26849138	1	383
ENSG00000164530	PI16	12	26848756	26849153	1	398
ENSG00000164530	PI16	12	26848756	26849155	1	400
ENSG00000160179	ABCG1	GL019290	88869	89833	1	965
ENSG00000160179	ABCG1	GL019290	88869	89833	1	965
ENSG00000160179	ABCG1	GL019290	88869	89833	1	965
ENSG00000160179	ABCG1	GL019290	88869	89833	1	965
ENSG00000160179	ABCG1	GL019290	88869	89833	1	965
ENSG00000160179	ABCG1	GL019290	88869	89833	1	965
ENSG00000160183	TMPRSS3	GL019053	121500	121600	1	101
ENSG00000160194	NDUFV3	3	152731494	152731622	1	129
ENSG00000160194	NDUFV3	3	152731494	152731622	1	129
ENSG00000186526	CYP4F8	GL018829	408562	408655	-1	94
ENSG00000186526	CYP4F8	GL018829	403913	404312	-1	400
ENSG00000186526	CYP4F8	GL018829	403913	404222	-1	310
ENSG00000196557	CACNA1H	GL018828	152334	152489	1	156
ENSG00000162062	TEDC2	GL018968	199967	200680	1	714
ENSG00000162062	TEDC2	GL018968	200367	200716	1	350
ENSG00000162062	TEDC2	GL018968	199967	200681	1	715
ENSG00000162062	TEDC2	GL018968	200367	200716	1	350
ENSG00000162062	TEDC2	GL018968	199967	200039	1	73
ENSG00000162032	SPSB3	2	173789534	173789771	1	238
ENSG00000162032	SPSB3	2	173789208	173789266	1	59
ENSG00000162032	SPSB3	2	173789534	173789677	1	144
ENSG00000162032	SPSB3	2	173789345	173789404	1	60
ENSG00000162032	SPSB3	2	173789534	173789578	1	45
ENSG00000162032	SPSB3	2	173789465	173789476	1	12
ENSG00000162032	SPSB3	2	173789534	173789771	1	238
ENSG00000138834	MAPK8IP3	GL019754	8286	8374	1	89
ENSG00000172236	TPSAB1	GL018828	152370	152489	-1	120
ENSG00000172236	TPSAB1	GL018828	152370	152489	-1	120
ENSG00000172236	TPSAB1	GL018828	152370	152489	-1	120
ENSG00000197253	TPSB2	GL018828	152370	152489	1	120
ENSG00000197253	TPSB2	GL018828	152370	152489	1	120
ENSG00000274847	MAFIP	6	4379777	4379982	1	206
ENSG00000274847	MAFIP	6	4379777	4379967	1	191
ENSG00000163060	TEKT4	19	4659640	4659848	1	209
ENSG00000005513	SOX8	19	55822855	55823250	1	396
ENSG00000005513	SOX8	19	55823412	55823756	1	345
ENSG00000129925	PGAP6	1	18090613	18090970	1	358
ENSG00000129925	PGAP6	1	18090613	18090970	1	358
ENSG00000129925	PGAP6	1	18090613	18090970	1	358
ENSG00000129925	PGAP6	1	18091055	18091340	1	286
ENSG00000086504	MRPL28	1	18090613	18090970	1	358
ENSG00000185615	PDIA2	AAGW02082232	492	642	1	151
ENSG00000185615	PDIA2	AAGW02082232	492	536	1	45
ENSG00000185615	PDIA2	AAGW02082232	492	642	1	151
ENSG00000196748	CLPSL2	12	25806935	25807144	1	210
ENSG00000196748	CLPSL2	12	25806935	25807144	1	210
ENSG00000269755	AC008758.6	GL018776	575537	575794	-1	258
ENSG00000269755	AC008758.6	GL018776	575836	576875	-1	1040
ENSG00000269755	AC008758.6	GL018776	575537	575835	-1	299
ENSG00000269755	AC008758.6	GL018776	529205	529791	-1	587
ENSG00000269755	AC008758.6	GL018776	527039	528188	-1	1150
ENSG00000269755	AC008758.6	GL018776	525258	527038	-1	1781
ENSG00000269755	AC008758.6	GL018776	529205	529423	-1	219
ENSG00000269755	AC008758.6	GL018776	527039	528188	-1	1150
ENSG00000269755	AC008758.6	GL018776	525258	527038	-1	1781
ENSG00000269755	AC008758.6	GL018776	525258	525382	-1	125
ENSG00000197562	RAB40C	GL018866	202275	202402	-1	128
ENSG00000197562	RAB40C	GL018866	201613	201883	-1	271
ENSG00000197562	RAB40C	GL018866	201810	201883	-1	74
ENSG00000197562	RAB40C	GL018866	201613	201883	-1	271
ENSG00000197562	RAB40C	GL018866	201613	201883	-1	271
ENSG00000197562	RAB40C	GL018866	202180	202402	-1	223
ENSG00000197562	RAB40C	GL018866	201613	201883	-1	271
ENSG00000197562	RAB40C	GL018866	201651	201883	-1	233
ENSG00000197562	RAB40C	GL018866	202184	202402	-1	219
ENSG00000172366	MCRIP2	14	67680050	67680369	-1	320
ENSG00000140983	RHOT2	19	21813204	21813297	1	94
ENSG00000140983	RHOT2	19	21898012	21898133	1	122
ENSG00000140983	RHOT2	19	21813204	21813244	1	41
ENSG00000140983	RHOT2	19	21898051	21898133	1	83
ENSG00000103269	RHBDL1	19	21930196	21930508	1	313
ENSG00000103269	RHBDL1	19	21930196	21930258	1	63
ENSG00000103269	RHBDL1	19	21930196	21930508	1	313
ENSG00000185272	RBM11	14	142022282	142022325	1	44
ENSG00000185272	RBM11	14	142022326	142023604	1	1279
ENSG00000116176	TPSG1	GL018828	152334	152489	1	156
ENSG00000167971	CASKIN1	GL018845	261673	261717	-1	45
ENSG00000167971	CASKIN1	GL018845	260404	260648	-1	245
ENSG00000167971	CASKIN1	GL018845	261673	261717	-1	45
ENSG00000167971	CASKIN1	GL018845	259873	260648	-1	776
ENSG00000172236	TPSAB1	GL018828	152370	152489	-1	120
ENSG00000172236	TPSAB1	GL018828	152370	152489	-1	120
ENSG00000172236	TPSAB1	GL018828	152370	152489	-1	120
ENSG00000197253	TPSB2	GL018828	152370	152489	1	120
ENSG00000197253	TPSB2	GL018828	152370	152489	1	120
ENSG00000090581	GNPTG	AAGW02083152	6747	6846	-1	100
ENSG00000176945	MUC20	14	92831962	92832515	-1	554
ENSG00000176945	MUC20	14	92836869	92837250	-1	382
ENSG00000176945	MUC20	14	92836915	92837250	-1	336
ENSG00000176945	MUC20	14	92836867	92837250	-1	384
ENSG00000095906	NUBP2	2	173789534	173789771	1	238
ENSG00000095906	NUBP2	2	173789208	173789266	1	59
ENSG00000095906	NUBP2	2	173789534	173789677	1	144
ENSG00000095906	NUBP2	2	173789345	173789404	1	60
ENSG00000095906	NUBP2	2	173789534	173789578	1	45
ENSG00000095906	NUBP2	2	173789465	173789476	1	12
ENSG00000095906	NUBP2	2	173789534	173789771	1	238
ENSG00000243927	MRPS6	GL018729	935031	935653	1	623
ENSG00000243927	MRPS6	GL018729	891783	900732	1	8950
ENSG00000243927	MRPS6	GL018729	900733	902815	1	2083
ENSG00000205927	OLIG2	14	162986830	162987411	1	582
ENSG00000205927	OLIG2	14	162987750	162988878	1	1129
ENSG00000205927	OLIG2	14	162988879	162989081	1	203
ENSG00000205927	OLIG2	14	162986830	162987072	1	243
ENSG00000205927	OLIG2	14	162986123	162986729	1	607
ENSG00000205927	OLIG2	14	162986730	162987411	1	682
ENSG00000205927	OLIG2	14	162987750	162988878	1	1129
ENSG00000205927	OLIG2	14	162988879	162989092	1	214
ENSG00000166979	EVA1C	14	162572945	162573518	1	574
ENSG00000166979	EVA1C	14	162572945	162573510	1	566
ENSG00000166979	EVA1C	14	162572945	162573508	1	564
ENSG00000166979	EVA1C	14	162552858	162552968	1	111
ENSG00000140990	NDUFB10	8	66773965	66774044	-1	80
ENSG00000059122	FLYWCH1	GL018828	198554	198663	1	110
ENSG00000059122	FLYWCH1	GL018828	198554	198663	1	110
ENSG00000059122	FLYWCH1	GL018828	202187	202336	1	150
ENSG00000131650	KREMEN2	GL018828	220929	221464	1	536
ENSG00000131650	KREMEN2	GL018828	221616	221656	1	41
ENSG00000131650	KREMEN2	GL018828	221712	221820	1	109
ENSG00000131650	KREMEN2	GL018828	220963	221464	1	502
ENSG00000131650	KREMEN2	GL018828	221616	221656	1	41
ENSG00000131650	KREMEN2	GL018828	221712	221820	1	109
ENSG00000131650	KREMEN2	GL018828	220963	221464	1	502
ENSG00000131650	KREMEN2	GL018828	221616	221656	1	41
ENSG00000131650	KREMEN2	GL018828	221712	221819	1	108
ENSG00000131650	KREMEN2	GL018828	220963	221464	1	502
ENSG00000131650	KREMEN2	GL018828	221616	221656	1	41
ENSG00000131650	KREMEN2	GL018828	221712	221819	1	108
ENSG00000131650	KREMEN2	GL018828	220963	221464	1	502
ENSG00000131650	KREMEN2	GL018828	221616	221656	1	41
ENSG00000131650	KREMEN2	GL018828	221712	221823	1	112
ENSG00000131650	KREMEN2	GL018828	220929	221464	1	536
ENSG00000131650	KREMEN2	GL018828	221616	221656	1	41
ENSG00000131650	KREMEN2	GL018828	221712	221788	1	77
ENSG00000131650	KREMEN2	GL018828	221258	221464	1	207
ENSG00000131650	KREMEN2	GL018828	221616	221656	1	41
ENSG00000131650	KREMEN2	GL018828	221712	221949	1	238
ENSG00000127554	GFER	X	55344070	55344267	1	198
ENSG00000127554	GFER	X	55344070	55344265	1	196
ENSG00000127554	GFER	X	55344012	55344069	1	58
ENSG00000127554	GFER	X	55344070	55344267	1	198
ENSG00000131652	THOC6	GL018828	268834	269119	1	286
ENSG00000131652	THOC6	GL018828	268843	269119	1	277
ENSG00000131652	THOC6	GL018828	268885	269119	1	235
ENSG00000131652	THOC6	GL018828	268980	269119	1	140
ENSG00000131652	THOC6	GL018828	269039	269119	1	81
ENSG00000131652	THOC6	GL018828	273013	273054	1	42
ENSG00000131652	THOC6	GL018828	273099	273433	1	335
ENSG00000131652	THOC6	GL018828	273013	273054	1	42
ENSG00000131652	THOC6	GL018828	273099	273433	1	335
ENSG00000131652	THOC6	GL018828	273013	273054	1	42
ENSG00000131652	THOC6	GL018828	273099	273433	1	335
ENSG00000184207	PGP	AAGW02082511	8593	8783	1	191
ENSG00000184207	PGP	AAGW02082511	10766	11136	1	371
ENSG00000184207	PGP	AAGW02082511	11166	11310	1	145
ENSG00000184207	PGP	AAGW02082511	11311	11316	1	6
ENSG00000184207	PGP	AAGW02082511	11317	11365	1	49
ENSG00000184207	PGP	AAGW02082511	11366	11889	1	524
ENSG00000262152	LINC00514	GL018828	253140	253511	1	372
ENSG00000162069	BICDL2	GL018828	273013	273054	1	42
ENSG00000162069	BICDL2	GL018828	273099	273433	1	335
ENSG00000162069	BICDL2	GL018828	273013	273054	1	42
ENSG00000162069	BICDL2	GL018828	273099	273433	1	335
ENSG00000162069	BICDL2	GL018828	273013	273054	1	42
ENSG00000162069	BICDL2	GL018828	273099	273433	1	335
ENSG00000162069	BICDL2	GL018828	273116	273433	1	318
ENSG00000005001	PRSS22	GL018828	61445	61552	-1	108
ENSG00000005001	PRSS22	GL018828	61141	61444	-1	304
ENSG00000005001	PRSS22	GL018828	61445	61552	-1	108
ENSG00000005001	PRSS22	GL018828	61141	61444	-1	304
ENSG00000180185	FAHD1	GL019283	7216	7500	1	285
ENSG00000180185	FAHD1	GL019283	21624	22367	1	744
ENSG00000180185	FAHD1	GL019283	21624	22367	1	744
ENSG00000180185	FAHD1	GL019283	14526	14777	1	252
ENSG00000180185	FAHD1	GL019283	15095	15221	1	127
ENSG00000180185	FAHD1	GL019283	14527	14777	1	251
ENSG00000180185	FAHD1	GL019283	15095	15221	1	127
ENSG00000180185	FAHD1	GL019283	14527	14777	1	251
ENSG00000180185	FAHD1	GL019283	15095	15221	1	127
ENSG00000179165	PXT1	12	26392463	26392947	1	485
ENSG00000179165	PXT1	12	26392948	26393605	1	658
ENSG00000179165	PXT1	12	26392860	26392947	1	88
ENSG00000179165	PXT1	12	26392948	26393225	1	278
ENSG00000179165	PXT1	12	26456761	26458117	1	1357
ENSG00000179165	PXT1	12	26458170	26459549	1	1380
ENSG00000179165	PXT1	12	26459550	26459786	1	237
ENSG00000182685	BRICD5	AAGW02082511	8203	8723	1	521
ENSG00000182685	BRICD5	AAGW02082511	8203	8723	1	521
ENSG00000182685	BRICD5	AAGW02082511	8203	8780	1	578
ENSG00000182685	BRICD5	AAGW02082511	7948	8739	1	792
ENSG00000182685	BRICD5	AAGW02082511	8203	8724	1	522
ENSG00000182685	BRICD5	AAGW02082511	8203	8679	1	477
ENSG00000182685	BRICD5	AAGW02082511	8593	8783	1	191
ENSG00000182685	BRICD5	AAGW02082511	8689	9017	1	329
ENSG00000182685	BRICD5	AAGW02082511	9255	9544	1	290
ENSG00000182685	BRICD5	AAGW02082511	10766	11136	1	371
ENSG00000182685	BRICD5	AAGW02082511	11166	11310	1	145
ENSG00000182685	BRICD5	AAGW02082511	11311	11316	1	6
ENSG00000182685	BRICD5	AAGW02082511	11317	11365	1	49
ENSG00000182685	BRICD5	AAGW02082511	11366	11889	1	524
ENSG00000099769	IGFALS	1	140223818	140225441	-1	1624
ENSG00000099769	IGFALS	1	140223818	140225441	-1	1624
ENSG00000099769	IGFALS	1	140223818	140224156	-1	339
ENSG00000186526	CYP4F8	GL018829	408562	408655	-1	94
ENSG00000186526	CYP4F8	GL018829	403913	404312	-1	400
ENSG00000186526	CYP4F8	GL018829	403913	404222	-1	310
ENSG00000187527	ATP13A5	14	89131639	89132145	1	507
ENSG00000187527	ATP13A5	14	89131646	89132136	1	491
ENSG00000187527	ATP13A5	14	89238329	89238352	1	24
ENSG00000171587	DSCAM	GL018953	270686	270869	1	184
ENSG00000171587	DSCAM	GL018953	270968	271545	1	578
ENSG00000171587	DSCAM	GL018953	271669	273196	1	1528
ENSG00000171587	DSCAM	GL018953	272226	273196	1	971
ENSG00000171587	DSCAM	GL018953	272702	273142	1	441
ENSG00000162009	SSTR5	GL018973	41534	42580	-1	1047
ENSG00000105122	RASAL3	GL018829	501652	502583	-1	932
ENSG00000105122	RASAL3	GL018829	502297	502583	-1	287
ENSG00000105122	RASAL3	GL018829	502297	502549	-1	253
ENSG00000131653	TRAF7	GL018845	261673	261717	-1	45
ENSG00000131653	TRAF7	GL018845	260404	260648	-1	245
ENSG00000131653	TRAF7	GL018845	261673	261717	-1	45
ENSG00000131653	TRAF7	GL018845	259873	260648	-1	776
ENSG00000269755	AC008758.6	GL018776	575537	575794	-1	258
ENSG00000269755	AC008758.6	GL018776	575836	576875	-1	1040
ENSG00000269755	AC008758.6	GL018776	575537	575835	-1	299
ENSG00000269755	AC008758.6	GL018776	529205	529791	-1	587
ENSG00000269755	AC008758.6	GL018776	527039	528188	-1	1150
ENSG00000269755	AC008758.6	GL018776	525258	527038	-1	1781
ENSG00000269755	AC008758.6	GL018776	529205	529423	-1	219
ENSG00000269755	AC008758.6	GL018776	527039	528188	-1	1150
ENSG00000269755	AC008758.6	GL018776	525258	527038	-1	1781
ENSG00000269755	AC008758.6	GL018776	525258	525382	-1	125
ENSG00000112062	MAPK14	12	26098155	26098181	1	27
ENSG00000112062	MAPK14	12	26117295	26119932	1	2638
ENSG00000112062	MAPK14	12	26120323	26120423	1	101
ENSG00000112062	MAPK14	12	26117295	26119594	1	2300
ENSG00000112062	MAPK14	12	26117295	26117569	1	275
ENSG00000112062	MAPK14	12	26117295	26117424	1	130
ENSG00000112062	MAPK14	12	26099159	26099177	1	19
ENSG00000269755	AC008758.6	GL018776	575537	575794	-1	258
ENSG00000269755	AC008758.6	GL018776	575836	576875	-1	1040
ENSG00000269755	AC008758.6	GL018776	575537	575835	-1	299
ENSG00000269755	AC008758.6	GL018776	529205	529791	-1	587
ENSG00000269755	AC008758.6	GL018776	527039	528188	-1	1150
ENSG00000269755	AC008758.6	GL018776	525258	527038	-1	1781
ENSG00000269755	AC008758.6	GL018776	529205	529423	-1	219
ENSG00000269755	AC008758.6	GL018776	527039	528188	-1	1150
ENSG00000269755	AC008758.6	GL018776	525258	527038	-1	1781
ENSG00000269755	AC008758.6	GL018776	525258	525382	-1	125
ENSG00000163960	UBXN7	14	92408418	92412118	-1	3701
ENSG00000163960	UBXN7	14	92407613	92407774	-1	162
ENSG00000163960	UBXN7	14	92406903	92407483	-1	581
ENSG00000163960	UBXN7	14	92406819	92406902	-1	84
ENSG00000163960	UBXN7	14	92406211	92406815	-1	605
ENSG00000163960	UBXN7	14	92403264	92406210	-1	2947
ENSG00000163960	UBXN7	14	92403264	92403493	-1	230
ENSG00000163960	UBXN7	14	92378969	92379056	-1	88
ENSG00000163960	UBXN7	14	92376513	92376551	-1	39
ENSG00000163320	CGGBP1	14	128959224	128963300	-1	4077
ENSG00000163320	CGGBP1	14	128959224	128963294	-1	4071
ENSG00000163320	CGGBP1	14	128958284	128963226	-1	4943
ENSG00000163320	CGGBP1	14	128957258	128957582	-1	325
ENSG00000163320	CGGBP1	14	128959224	128959795	-1	572
ENSG00000163320	CGGBP1	14	128959224	128959561	-1	338
ENSG00000163320	CGGBP1	14	128846891	128849953	-1	3063
ENSG00000163320	CGGBP1	14	128846887	128849953	-1	3067
ENSG00000269755	AC008758.6	GL018776	575537	575794	-1	258
ENSG00000269755	AC008758.6	GL018776	575836	576875	-1	1040
ENSG00000269755	AC008758.6	GL018776	575537	575835	-1	299
ENSG00000269755	AC008758.6	GL018776	529205	529791	-1	587
ENSG00000269755	AC008758.6	GL018776	527039	528188	-1	1150
ENSG00000269755	AC008758.6	GL018776	525258	527038	-1	1781
ENSG00000269755	AC008758.6	GL018776	529205	529423	-1	219
ENSG00000269755	AC008758.6	GL018776	527039	528188	-1	1150
ENSG00000269755	AC008758.6	GL018776	525258	527038	-1	1781
ENSG00000269755	AC008758.6	GL018776	525258	525382	-1	125
ENSG00000176381	PRR18	GL019571	15431	16332	1	902
ENSG00000176381	PRR18	GL019571	16766	17267	1	502
ENSG00000176381	PRR18	GL019571	18210	18511	1	302
ENSG00000176381	PRR18	GL019571	18210	18281	1	72
ENSG00000196821	ILRUN	12	24709032	24712197	1	3166
ENSG00000196821	ILRUN	12	24709032	24712197	1	3166
ENSG00000196821	ILRUN	12	24712102	24712197	1	96
ENSG00000274749	KRTAP7-1	14	160900392	160901100	1	709
ENSG00000183640	KRTAP8-1	14	160879402	160879970	1	569
ENSG00000146457	WTAP	12	149543367	149543544	1	178
ENSG00000146457	WTAP	12	149612953	149613642	1	690
ENSG00000146457	WTAP	12	149613643	149614171	1	529
ENSG00000146457	WTAP	12	149605242	149606112	1	871
ENSG00000146457	WTAP	12	149612953	149613642	1	690
ENSG00000146457	WTAP	12	149613643	149614171	1	529
ENSG00000146457	WTAP	12	149605242	149606117	1	876
ENSG00000146457	WTAP	12	149604830	149606111	1	1282
ENSG00000103253	HAGHL	GL018866	66146	66209	-1	64
ENSG00000103253	HAGHL	GL018866	60599	60625	-1	27
ENSG00000163515	RETNLB	GL018767	807614	807726	1	113
ENSG00000160201	U2AF1	GL019508	518	803	-1	286
ENSG00000160201	U2AF1	GL019508	518	803	-1	286
ENSG00000160201	U2AF1	GL019508	518	803	-1	286
ENSG00000160201	U2AF1	GL019508	518	802	-1	285
ENSG00000275895	U2AF1L5	GL019508	518	803	-1	286
ENSG00000275895	U2AF1L5	GL019508	518	803	-1	286
ENSG00000275895	U2AF1L5	GL019508	518	802	-1	285
ENSG00000275895	U2AF1L5	GL019508	518	722	-1	205
ENSG00000186526	CYP4F8	GL018829	408562	408655	-1	94
ENSG00000186526	CYP4F8	GL018829	403913	404312	-1	400
ENSG00000186526	CYP4F8	GL018829	403913	404222	-1	310
ENSG00000213937	CLDN9	GL018828	261680	262921	1	1242
ENSG00000213937	CLDN9	GL018828	262983	263094	1	112
ENSG00000213937	CLDN9	GL018828	263355	263371	1	17
ENSG00000170949	ZNF160	GL018792	545685	545764	1	80
ENSG00000170949	ZNF160	GL018792	546057	546877	1	821
ENSG00000170949	ZNF160	GL018792	546878	548892	1	2015
ENSG00000170949	ZNF160	GL018792	545692	545764	1	73
ENSG00000170949	ZNF160	GL018792	546057	546877	1	821
ENSG00000170949	ZNF160	GL018792	546878	548892	1	2015
ENSG00000170949	ZNF160	GL018792	545692	545764	1	73
ENSG00000170949	ZNF160	GL018792	546057	546877	1	821
ENSG00000170949	ZNF160	GL018792	546878	548892	1	2015
ENSG00000170949	ZNF160	GL018792	545693	545764	1	72
ENSG00000170949	ZNF160	GL018792	546057	546877	1	821
ENSG00000170949	ZNF160	GL018792	546878	548892	1	2015
ENSG00000170949	ZNF160	GL018792	547487	548892	1	1406
ENSG00000170949	ZNF160	GL018792	548703	548892	1	190
ENSG00000170949	ZNF160	GL018792	366098	366360	1	263
ENSG00000170949	ZNF160	GL018792	551364	551388	1	25
ENSG00000197497	ZNF665	GL018792	587939	588466	1	528
ENSG00000197497	ZNF665	GL018792	588467	589986	1	1520
ENSG00000197497	ZNF665	GL018792	588467	589986	1	1520
ENSG00000197497	ZNF665	GL018792	588467	589986	1	1520
ENSG00000127578	WFIKKN1	19	36963821	36965338	-1	1518
ENSG00000162004	CCDC78	7	159674048	159674325	1	278
ENSG00000120436	GPR31	GL018824	103528	104343	-1	816
ENSG00000197683	KRTAP26-1	14	159899810	159900990	1	1181
ENSG00000242173	ARHGDIG	8	24644244	24644317	1	74
ENSG00000242173	ARHGDIG	8	24644244	24644511	1	268
ENSG00000242173	ARHGDIG	8	24644244	24644439	1	196
ENSG00000103024	NME3	GL019754	8286	8374	1	89
ENSG00000103024	NME3	GL019754	8286	8374	1	89
ENSG00000103024	NME3	GL019754	8286	8374	1	89
ENSG00000240432	KRTAP13-3	14	160027791	160027880	1	90
ENSG00000240432	KRTAP13-3	14	160027936	160028057	1	122
ENSG00000240432	KRTAP13-3	14	160028736	160029249	1	514
ENSG00000145113	MUC4	14	92819185	92819241	-1	57
ENSG00000145113	MUC4	14	92819185	92819241	-1	57
ENSG00000145113	MUC4	14	92819185	92819237	-1	53
ENSG00000184786	TCTE3	GL018922	274000	274198	-1	199
ENSG00000184786	TCTE3	GL018922	274000	274198	-1	199
ENSG00000120440	TTLL2	8	45119633	45119813	-1	181
ENSG00000182310	SPACA6	GL018792	92566	92655	1	90
ENSG00000240891	PLCXD2	14	107467762	107473906	-1	6145
ENSG00000240891	PLCXD2	14	107342484	107343116	-1	633
ENSG00000240891	PLCXD2	14	107342484	107343116	-1	633
ENSG00000240891	PLCXD2	14	107223596	107225400	-1	1805
ENSG00000257108	NHLRC4	GL019124	10472	10916	-1	445
ENSG00000257108	NHLRC4	GL019124	15099	15344	-1	246
ENSG00000257108	NHLRC4	GL019124	15001	15098	-1	98
ENSG00000257108	NHLRC4	GL019124	14376	15000	-1	625
ENSG00000257108	NHLRC4	GL019124	15099	15319	-1	221
ENSG00000257108	NHLRC4	GL019124	15001	15098	-1	98
ENSG00000257108	NHLRC4	GL019124	14376	15000	-1	625
ENSG00000257108	NHLRC4	GL019124	3903	4055	-1	153
ENSG00000186526	CYP4F8	GL018829	408562	408655	-1	94
ENSG00000186526	CYP4F8	GL018829	403913	404312	-1	400
ENSG00000186526	CYP4F8	GL018829	403913	404222	-1	310
ENSG00000140983	RHOT2	19	21813204	21813297	1	94
ENSG00000140983	RHOT2	19	21898012	21898133	1	122
ENSG00000140983	RHOT2	19	21813204	21813244	1	41
ENSG00000140983	RHOT2	19	21898051	21898133	1	83
ENSG00000026297	RNASET2	GL018947	19703	19770	-1	68
ENSG00000249141	AL159163.1	GL018947	324880	325993	-1	1114
ENSG00000249141	AL159163.1	GL018947	324606	324879	-1	274
ENSG00000249141	AL159163.1	GL018947	323625	324129	-1	505
ENSG00000249141	AL159163.1	GL018947	324606	324727	-1	122
ENSG00000249141	AL159163.1	GL018947	323625	324129	-1	505
ENSG00000249141	AL159163.1	GL018947	245600	245697	-1	98
ENSG00000249141	AL159163.1	GL018947	243168	243227	-1	60
ENSG00000249141	AL159163.1	GL018947	19703	19770	-1	68
ENSG00000269755	AC008758.6	GL018776	575537	575794	-1	258
ENSG00000269755	AC008758.6	GL018776	575836	576875	-1	1040
ENSG00000269755	AC008758.6	GL018776	575537	575835	-1	299
