ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position	strand	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	hsapiens_homolog_chromosome	hsapiens_homolog_chrom_start	hsapiens_homolog_chrom_end	hsapiens_homolog_orthology_type	hsapiens_homolog_orthology_confidence	hsapiens_homolog_perc_id	hsapiens_homolog_perc_id_r1	hsapiens_homolog_goc_score	hsapiens_homolog_wga_coverage
ENSMUSG00000021384	Susd3	13	49230690	49248706	-1	ENSG00000157303	SUSD3	9	93058688	93085133	ortholog_one2one	1	63.197	66.6667	100	98.64
ENSMUSG00000021456	Fbp2	13	62836877	62858422	-1	ENSG00000130957	FBP2	9	94558720	94593824	ortholog_one2one	1	94.1003	94.1003	50	100
ENSMUSG00000021485	Mxd3	13	55325168	55329823	-1	ENSG00000213347	MXD3	5	177301461	177312757	ortholog_one2one	1	82.5243	82.5243	100	100
ENSMUSG00000021493	Pdlim7	13	55495795	55513676	-1	ENSG00000196923	PDLIM7	5	177483394	177497606	ortholog_one2one	1	93.4354	93.4354	100	100
ENSMUSG00000021506	Pitx1	13	55825051	55836192	-1	ENSG00000069011	PITX1	5	135027734	135034813	ortholog_one2one	1	96.5079	96.8153	100	100
ENSMUSG00000021508	Cxcl14	13	56288643	56296551	-1	ENSG00000145824	CXCL14	5	135570679	135579279	ortholog_one2one	1	93.9394	83.7838	100	100
ENSMUSG00000021510	Zfp729a	13	67612763	67637791	-1	ENSG00000213799	ZNF845	19	53333749	53356906	ortholog_one2many	0	46.0432	46.1856	0	NA
ENSMUSG00000021567	Nkd2	13	73818534	73847631	-1	ENSG00000145506	NKD2	5	1008802	1038943	ortholog_one2one	1	76.5727	78.2705	100	100
ENSMUSG00000021611	Tert	13	73626911	73649843	1	ENSG00000164362	TERT	5	1253147	1295068	ortholog_one2one	1	60.9626	60.424	100	100
ENSMUSG00000021650	Ptcd2	13	99319647	99344705	-1	ENSG00000049883	PTCD2	5	72320367	72368395	ortholog_one2one	1	73.4908	72.1649	100	100
ENSMUSG00000021675	F2rl2	13	95696853	95702739	1	ENSG00000164220	F2RL2	5	76615482	76623413	ortholog_one2one	1	70.4607	69.5187	100	100
ENSMUSG00000021685	Otp	13	94875602	94885130	1	ENSG00000171540	OTP	5	77628712	77639688	ortholog_one2one	1	100	100	100	100
ENSMUSG00000030446	Zfp273	13	67813740	67827002	1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	59.481	44.2136	25	NA
ENSMUSG00000034686	Prr7	13	55464267	55473154	1	ENSG00000131188	PRR7	5	177446445	177456286	ortholog_one2one	1	96.2825	94.5256	100	100
ENSMUSG00000035799	Twist1	12	33957671	33959829	1	ENSG00000122691	TWIST1	7	19020991	19117636	ortholog_one2one	1	95.1456	97.0297	100	100
ENSMUSG00000036613	Eipr1	12	28751803	28869865	1	ENSG00000032389	EIPR1	2	3188925	3377882	ortholog_one2one	1	92.7461	86.4734	100	100
ENSMUSG00000037989	Wnk2	13	49036303	49148014	-1	ENSG00000165238	WNK2	9	93184916	93320572	ortholog_one2one	1	79.4397	76.5346	100	99.28
ENSMUSG00000038014	Fam120a	13	48879219	48968017	-1	ENSG00000048828	FAM120A	9	93451685	93566112	ortholog_one2one	1	96.9424	96.4222	100	100
ENSMUSG00000041995	Zbed3	13	95323612	95337841	1	ENSG00000132846	ZBED3	5	77072072	77087285	ortholog_one2one	1	53.0702	51.7094	100	100
ENSMUSG00000042082	Arsb	13	93771630	93943016	1	ENSG00000113273	ARSB	5	78777209	78986087	ortholog_one2one	1	77.9026	78.0488	100	100
ENSMUSG00000042118	Bhmt2	13	93655720	93674302	-1	ENSG00000132840	BHMT2	5	79069767	79090069	ortholog_one2one	1	85.6749	85.6749	100	100
ENSMUSG00000044444	Pfn3	13	55414688	55415232	-1	ENSG00000196570	PFN3	5	177400109	177400661	ortholog_one2one	1	88.3212	88.3212	100	100
ENSMUSG00000044792	Isca1	13	59755409	59769810	-1	ENSG00000135070	ISCA1	9	86264546	86283102	ortholog_one2many	1	96.8992	96.8992	100	100
ENSMUSG00000044934	Zfp367	13	64133018	64153202	-1	ENSG00000165244	ZNF367	9	96385941	96418370	ortholog_one2one	1	91.7647	89.1429	100	100
ENSMUSG00000046518	Ferd3l	12	33928425	33929310	1	ENSG00000146618	FERD3L	7	19144782	19145421	ortholog_one2one	1	77.9762	78.9157	75	100
ENSMUSG00000048280	Zfp738	13	67658685	67687071	-1	ENSG00000197124	ZNF682	19	19997058	20039505	ortholog_many2many	0	31.9042	50.8032	25	NA
ENSMUSG00000048280	Zfp738	13	67658685	67687071	-1	ENSG00000181450	ZNF678	1	227563543	227677443	ortholog_many2many	0	32.4086	48.9524	0	NA
ENSMUSG00000048280	Zfp738	13	67658685	67687071	-1	ENSG00000196081	ZNF724	19	23221599	23250390	ortholog_many2many	0	39.9748	51.2116	25	NA
ENSMUSG00000048280	Zfp738	13	67658685	67687071	-1	ENSG00000234444	ZNF736	7	64307459	64356634	ortholog_many2many	0	27.2383	50.5855	0	NA
ENSMUSG00000048280	Zfp738	13	67658685	67687071	-1	ENSG00000196172	ZNF681	19	23739195	23758891	ortholog_many2many	0	40.227	49.4574	25	NA
ENSMUSG00000048280	Zfp738	13	67658685	67687071	-1	ENSG00000197472	ZNF695	1	246945547	247008093	ortholog_many2many	0	30.8953	47.5728	0	NA
ENSMUSG00000048280	Zfp738	13	67658685	67687071	-1	ENSG00000214652	ZNF727	7	64045434	64085339	ortholog_many2many	0	30.6431	48.6974	0	NA
ENSMUSG00000048280	Zfp738	13	67658685	67687071	-1	ENSG00000105750	ZNF85	19	20923222	20950697	ortholog_many2many	0	39.2182	52.2689	0	NA
ENSMUSG00000048904	Neurog1	13	56250478	56252163	-1	ENSG00000181965	NEUROG1	5	135534282	135535964	ortholog_one2one	1	86.4754	89.0295	100	100
ENSMUSG00000050954	Zfp169	13	48487647	48513451	-1	ENSG00000175787	ZNF169	9	94259298	94301829	ortholog_one2one	1	52.6676	63.8474	50	90.67
ENSMUSG00000051037	Zfp455	13	67194506	67209298	1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	49.8915	34.1246	25	NA
ENSMUSG00000052293	Taf9	13	100651579	100656060	1	ENSG00000273841	TAF9	5	69364743	69370013	ortholog_one2many	1	93.9394	93.9394	100	100
ENSMUSG00000052957	Gas1	13	60174405	60177365	-1	ENSG00000180447	GAS1	9	86944362	86947506	ortholog_one2one	1	75.5208	84.058	75	100
ENSMUSG00000052981	Ube2ql1	13	69702832	69739889	-1	ENSG00000215218	UBE2QL1	5	6448859	6496723	ortholog_one2one	1	52.3026	98.7578	75	100
ENSMUSG00000055341	Zfp457	13	67288138	67306485	-1	ENSG00000197124	ZNF682	19	19997058	20039505	ortholog_many2many	0	38.1762	49.5984	25	NA
ENSMUSG00000055341	Zfp457	13	67288138	67306485	-1	ENSG00000181450	ZNF678	1	227563543	227677443	ortholog_many2many	0	38.6399	47.619	0	NA
ENSMUSG00000055341	Zfp457	13	67288138	67306485	-1	ENSG00000196081	ZNF724	19	23221599	23250390	ortholog_many2many	0	48.3771	50.5654	25	NA
ENSMUSG00000055341	Zfp457	13	67288138	67306485	-1	ENSG00000234444	ZNF736	7	64307459	64356634	ortholog_many2many	0	33.0757	50.1171	0	NA
ENSMUSG00000055341	Zfp457	13	67288138	67306485	-1	ENSG00000196172	ZNF681	19	23739195	23758891	ortholog_many2many	0	46.0587	46.2015	25	NA
ENSMUSG00000055341	Zfp457	13	67288138	67306485	-1	ENSG00000197472	ZNF695	1	246945547	247008093	ortholog_many2many	0	35.7032	44.8544	0	NA
ENSMUSG00000055341	Zfp457	13	67288138	67306485	-1	ENSG00000214652	ZNF727	7	64045434	64085339	ortholog_many2many	0	36.3215	47.0942	0	NA
ENSMUSG00000055341	Zfp457	13	67288138	67306485	-1	ENSG00000105750	ZNF85	19	20923222	20950697	ortholog_many2many	0	44.9768	48.9076	0	NA
ENSMUSG00000055480	Zfp458	13	67254918	67278466	-1	ENSG00000213799	ZNF845	19	53333749	53356906	ortholog_one2many	0	50.3989	39.0722	0	NA
ENSMUSG00000055560	Zfp459	13	67405709	67421418	-1	ENSG00000213799	ZNF845	19	53333749	53356906	ortholog_one2many	0	43.4457	11.9588	0	NA
ENSMUSG00000057396	Zfp759	13	67121660	67141787	1	ENSG00000213799	ZNF845	19	53333749	53356906	ortholog_one2many	0	46.6019	34.6392	0	NA
ENSMUSG00000057762	Gm6169	13	97098208	97099237	-1	ENSG00000102007	PLP2	X	49171898	49175235	ortholog_one2many	0	79.6053	79.6053	0	NA
ENSMUSG00000057842	Zfp595	13	67312998	67332570	-1	ENSG00000197124	ZNF682	19	19997058	20039505	ortholog_many2many	0	39.36	49.3976	25	NA
ENSMUSG00000057842	Zfp595	13	67312998	67332570	-1	ENSG00000181450	ZNF678	1	227563543	227677443	ortholog_many2many	0	40.8	48.5714	0	NA
ENSMUSG00000057842	Zfp595	13	67312998	67332570	-1	ENSG00000196081	ZNF724	19	23221599	23250390	ortholog_many2many	0	48.48	48.9499	25	4.2
ENSMUSG00000057842	Zfp595	13	67312998	67332570	-1	ENSG00000234444	ZNF736	7	64307459	64356634	ortholog_many2many	0	35.2	51.5222	0	NA
ENSMUSG00000057842	Zfp595	13	67312998	67332570	-1	ENSG00000196172	ZNF681	19	23739195	23758891	ortholog_many2many	0	45.6	44.186	25	NA
ENSMUSG00000057842	Zfp595	13	67312998	67332570	-1	ENSG00000197472	ZNF695	1	246945547	247008093	ortholog_many2many	0	37.92	46.0194	0	NA
ENSMUSG00000057842	Zfp595	13	67312998	67332570	-1	ENSG00000214652	ZNF727	7	64045434	64085339	ortholog_many2many	0	39.52	49.499	0	NA
ENSMUSG00000057842	Zfp595	13	67312998	67332570	-1	ENSG00000105750	ZNF85	19	20923222	20950697	ortholog_many2many	0	48.16	50.5882	0	NA
ENSMUSG00000058093	Zfp729b	13	67589439	67609707	-1	ENSG00000213799	ZNF845	19	53333749	53356906	ortholog_one2many	0	42.5837	45.8763	0	24.3
ENSMUSG00000058331	Zfp85	13	67747800	67755228	-1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	58.351	40.9496	0	NA
ENSMUSG00000058883	Zfp708	13	67069399	67097976	-1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	51.4178	40.3561	0	0.65
ENSMUSG00000058900	Rsl1	13	67173182	67184044	1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	46.1856	33.2344	25	NA
ENSMUSG00000059839	Zfp874b	13	67471513	67484258	-1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	51.4541	34.1246	0	NA
ENSMUSG00000062563	Cys1	12	24665833	24681813	-1	ENSG00000205795	CYS1	2	10056780	10080944	ortholog_one2one	1	62.069	56.962	75	100
ENSMUSG00000069117	Gm10260	13	97760072	97760632	-1	ENSG00000231500	RPS18	6	33272075	33276511	ortholog_one2one	0	98.6842	98.6842	0	NA
ENSMUSG00000069171	Nr2f1	13	78188973	78199757	-1	ENSG00000175745	NR2F1	5	93583222	93594611	ortholog_one2one	1	99.2857	98.5816	75	100
ENSMUSG00000069206	Zfp874a	13	67424549	67451624	-1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	51.0067	33.8279	0	NA
ENSMUSG00000069227	Gprin1	13	54736671	54749874	-1	ENSG00000169258	GPRIN1	5	176595802	176610156	ortholog_one2one	1	59.1202	54.6627	100	100
ENSMUSG00000071291	Zfp58	13	67490167	67500555	-1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	51.5337	37.3887	0	NA
ENSMUSG00000074824	Rslcan18	13	67096613	67116263	-1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	44.7826	30.5638	0	NA
ENSMUSG00000078302	Foxd1	13	98354242	98359305	1	ENSG00000251493	FOXD1	5	73444827	73448777	ortholog_one2one	1	76.7544	75.2688	100	100
ENSMUSG00000078941	Ak6	13	100650979	100666359	1	ENSG00000273841	TAF9	5	69364743	69370013	ortholog_one2many	1	93.9394	93.9394	100	100
ENSMUSG00000078994	Zfp429	13	67387905	67399819	-1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	46.1856	33.2344	0	NA
ENSMUSG00000078995	Zfp456	13	67362113	67375810	-1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	50	33.9763	0	NA
ENSMUSG00000090641	Zfp712	13	67038596	67061170	-1	ENSG00000213799	ZNF845	19	53333749	53356906	ortholog_one2many	0	54.0426	39.2784	0	NA
ENSMUSG00000090659	Zfp493	13	67779693	67792512	1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	52.3438	29.822	25	1.6
ENSMUSG00000090946	Ccdc71l	12	32378704	32382943	1	ENSG00000253276	CCDC71L	7	106654360	106661158	ortholog_one2one	1	79.3578	73.617	100	100
ENSMUSG00000092116	Gm10320	13	98489348	98492001	-1	ENSG00000106803	SEC61B	9	99222064	99230615	ortholog_one2many	0	83.1858	97.9167	0	NA
ENSMUSG00000092305	Prps1l1	12	34984761	34986436	1	ENSG00000229937	PRPS1L1	7	18026770	18027846	ortholog_one2one	1	91.5094	91.5094	100	100
ENSMUSG00000093668	Pou5f2	13	78024902	78026295	1	ENSG00000248483	POU5F2	5	93733220	93741600	ortholog_one2one	1	65.6535	65.8537	100	100
ENSMUSG00000095432	Zfp748	13	67538641	67553830	-1	ENSG00000213799	ZNF845	19	53333749	53356906	ortholog_one2many	0	45.6081	41.7526	0	1
ENSMUSG00000097333	Zfp87	13	67515781	67526177	-1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	49.8148	39.911	0	NA
ENSMUSG00000098905	Zfp953	13	67339306	67360605	-1	ENSG00000197124	ZNF682	19	19997058	20039505	ortholog_many2many	0	54.6053	33.3333	25	NA
ENSMUSG00000098905	Zfp953	13	67339306	67360605	-1	ENSG00000181450	ZNF678	1	227563543	227677443	ortholog_many2many	0	42.7632	24.7619	0	NA
ENSMUSG00000098905	Zfp953	13	67339306	67360605	-1	ENSG00000196081	ZNF724	19	23221599	23250390	ortholog_many2many	0	53.2895	26.1712	25	NA
ENSMUSG00000098905	Zfp953	13	67339306	67360605	-1	ENSG00000234444	ZNF736	7	64307459	64356634	ortholog_many2many	0	49.6711	35.363	0	NA
ENSMUSG00000098905	Zfp953	13	67339306	67360605	-1	ENSG00000196172	ZNF681	19	23739195	23758891	ortholog_many2many	0	52.6316	24.8062	25	NA
ENSMUSG00000098905	Zfp953	13	67339306	67360605	-1	ENSG00000197472	ZNF695	1	246945547	247008093	ortholog_many2many	0	53.9474	31.8447	0	NA
ENSMUSG00000098905	Zfp953	13	67339306	67360605	-1	ENSG00000214652	ZNF727	7	64045434	64085339	ortholog_many2many	0	49.3421	30.0601	0	NA
ENSMUSG00000098905	Zfp953	13	67339306	67360605	-1	ENSG00000105750	ZNF85	19	20923222	20950697	ortholog_many2many	0	51.3158	26.2185	0	NA
ENSMUSG00000100235	Gm28557	13	67069399	67108604	-1	ENSG00000197013	ZNF429	19	21496682	21556270	ortholog_one2many	0	56.25	28.0415	0	0.54
ENSMUSG00000100622	Gm20379	13	92305980	92307183	1	ENSG00000182952	HMGN4	6	26538366	26546933	ortholog_one2one	0	53.7815	71.1111	0	NA
ENSMUSG00000000701	Tcl1b5	12	105176344	105181145	1	ENSG00000213231	TCL1B	14	95686426	95692628	ortholog_one2many	0	28.9256	27.3438	100	NA
ENSMUSG00000001496	Nkx2-1	12	56531958	56536908	-1	ENSG00000136352	NKX2-1	14	36516392	36521149	ortholog_one2one	1	97.3118	90.2743	100	100
ENSMUSG00000001729	Akt1	12	112653821	112674884	-1	ENSG00000142208	AKT1	14	104769349	104795751	ortholog_one2one	1	97.5	97.5	100	100
ENSMUSG00000002799	Jag2	12	112907819	112929776	-1	ENSG00000184916	JAG2	14	105140982	105168824	ortholog_one2one	1	89.0136	89.6607	100	100
ENSMUSG00000002804	Nudt14	12	112934291	112942124	-1	ENSG00000183828	NUDT14	14	105172938	105181323	ortholog_one2one	1	82.4324	82.4324	100	100
ENSMUSG00000004789	Dlst	12	85110833	85134845	1	ENSG00000119689	DLST	14	74881891	74903743	ortholog_one2one	1	92.0705	92.2737	100	99.97
ENSMUSG00000006360	Crip1	12	113146316	113153879	1	ENSG00000213145	CRIP1	14	105486317	105488947	ortholog_one2many	1	97.4026	97.4026	100	100
ENSMUSG00000006360	Crip1	12	113146316	113153879	1	ENSG00000257341	AL928654.3	14	105487199	105492267	ortholog_one2many	1	97.4026	97.4026	100	100
ENSMUSG00000007682	Dio2	12	90724552	90738438	-1	ENSG00000211448	DIO2	14	80197527	80387757	ortholog_one2one	1	90.6015	88.2784	100	100
ENSMUSG00000012211	Tex22	12	113074502	113088917	1	ENSG00000226174	TEX22	14	105398538	105450106	ortholog_one2one	0	41.7989	52.6667	100	94.51
ENSMUSG00000018581	Dnah11	12	117877982	118199043	-1	ENSG00000105877	DNAH11	7	21543039	21901839	ortholog_one2one	1	85.0267	84.4996	100	99.83
ENSMUSG00000020962	Gtf2a1	12	91555262	91590487	-1	ENSG00000165417	GTF2A1	14	81175452	81221377	ortholog_one2one	1	95.7672	96.2766	100	100
ENSMUSG00000020973	Dnaaf2	12	69189087	69198429	-1	ENSG00000165506	DNAAF2	14	49625174	49635230	ortholog_one2one	1	64.9877	63.2019	100	100
ENSMUSG00000021032	Ngb	12	87097531	87102539	-1	ENSG00000165553	NGB	14	77265483	77271312	ortholog_one2one	1	91.6129	94.0397	75	100
ENSMUSG00000021040	Slirp	12	87443896	87452206	1	ENSG00000119705	SLIRP	14	77708071	77761104	ortholog_one2one	1	64.2857	66.055	75	100
ENSMUSG00000021087	Rtn1	12	72211752	72409054	-1	ENSG00000139970	RTN1	14	59595976	59870776	ortholog_one2one	1	81.0256	81.4433	100	100
ENSMUSG00000021113	Snapc1	12	73964481	73988966	1	ENSG00000023608	SNAPC1	14	61762420	61796428	ortholog_one2one	1	73.2648	77.4457	100	100
ENSMUSG00000021135	Slc10a1	12	80953183	80968705	-1	ENSG00000100652	SLC10A1	14	69775416	69797241	ortholog_one2one	1	74.0331	76.7908	100	100
ENSMUSG00000021139	Gm20498	12	81358860	81532905	-1	ENSG00000258644	SYNJ2BP-COX16	14	70326064	70417074	ortholog_one2one	1	91.7582	91.7582	100	100
ENSMUSG00000021185	Dglucy	12	100779057	100896981	1	ENSG00000133943	DGLUCY	14	91060333	91225632	ortholog_one2one	1	74.7164	74.2351	100	100
ENSMUSG00000021226	Acot2	12	83987861	83993873	1	ENSG00000119673	ACOT2	14	73567620	73575658	ortholog_many2many	1	75.0552	70.3934	75	12.67
ENSMUSG00000021226	Acot2	12	83987861	83993873	1	ENSG00000184227	ACOT1	14	73537143	73543796	ortholog_many2many	1	70.6402	76.0095	75	100
ENSMUSG00000021228	Acot3	12	84052144	84060402	1	ENSG00000119673	ACOT2	14	73567620	73575658	ortholog_many2many	1	74.7685	66.8737	75	2.38
ENSMUSG00000021228	Acot3	12	84052144	84060402	1	ENSG00000184227	ACOT1	14	73537143	73543796	ortholog_many2many	1	74.7685	76.7221	75	NA
ENSMUSG00000021260	Hhipl1	12	108306270	108330869	1	ENSG00000182218	HHIPL1	14	99645110	99680569	ortholog_one2one	1	80.0253	80.9463	100	100
ENSMUSG00000021264	Yy1	12	108792973	108820148	1	ENSG00000100811	YY1	14	100238298	100282788	ortholog_one2one	1	98.7923	98.7923	100	100
ENSMUSG00000021278	Amn	12	111271095	111276426	1	ENSG00000166126	AMN	14	102922656	102933596	ortholog_one2one	1	63.9738	64.6799	100	100
ENSMUSG00000021294	Kif26a	12	112146208	112181747	1	ENSG00000066735	KIF26A	14	104138723	104180894	ortholog_one2one	1	78.1499	78.1084	75	100
ENSMUSG00000022244	Amacr	15	10981756	10996626	1	ENSG00000242110	AMACR	5	33986165	34008104	ortholog_one2one	1	76.6404	74.1117	100	98.42
ENSMUSG00000034168	Irf2bpl	12	86880701	86884798	-1	ENSG00000119669	IRF2BPL	14	77024543	77028708	ortholog_one2one	1	97.8064	95.2261	100	100
ENSMUSG00000034460	Six4	12	73099609	73113456	-1	ENSG00000100625	SIX4	14	60709539	60724351	ortholog_one2one	1	90.7097	90.0128	100	100
ENSMUSG00000035451	Foxa1	12	57540628	57546916	-1	ENSG00000129514	FOXA1	14	37589552	37596059	ortholog_one2one	1	95.7265	94.9153	100	100
ENSMUSG00000037466	Tedc1	12	113156421	113166048	1	ENSG00000185347	TEDC1	14	105489855	105499575	ortholog_one2one	1	68.5714	67.6056	100	100
ENSMUSG00000037594	Clba1	12	112808937	112816252	1	ENSG00000140104	CLBA1	14	104985775	105010482	ortholog_one2one	1	59.19	58.4615	100	100
ENSMUSG00000037638	Zbtb42	12	112678828	112682747	1	ENSG00000179627	ZBTB42	14	104800596	104804712	ortholog_one2one	1	75.7143	75.3555	100	100
ENSMUSG00000037679	Inf2	12	112588784	112615557	1	ENSG00000203485	INF2	14	104689606	104722535	ortholog_one2one	1	77.5767	78.9432	75	100
ENSMUSG00000037787	Apopt1	12	111713261	111755053	1	ENSG00000256053	COA8	14	103562962	103607523	ortholog_one2one	1	62.3711	58.7379	100	91.58
ENSMUSG00000037904	Ankrd9	12	110975353	110979040	-1	ENSG00000156381	ANKRD9	14	102501767	102509799	ortholog_one2one	1	81.9018	84.2271	100	100
ENSMUSG00000040867	Begain	12	109032187	109068217	-1	ENSG00000183092	BEGAIN	14	100537147	100587413	ortholog_one2one	1	83.5218	87.1838	100	100
ENSMUSG00000041669	Prima1	12	103196908	103242150	-1	ENSG00000175785	PRIMA1	14	93718298	93788485	ortholog_one2one	1	91.5033	91.5033	100	100
ENSMUSG00000042063	Zfp386	12	116047724	116063360	1	ENSG00000196456	ZNF775	7	150368790	150398630	ortholog_one2many	0	20.7668	24.2086	0	NA
ENSMUSG00000042540	Acot5	12	84069325	84076020	1	ENSG00000119673	ACOT2	14	73567620	73575658	ortholog_many2many	1	73.8717	64.3892	75	NA
ENSMUSG00000042540	Acot5	12	84069325	84076020	1	ENSG00000184227	ACOT1	14	73537143	73543796	ortholog_many2many	1	74.3468	74.3468	75	NA
ENSMUSG00000043122	A530016L24Rik	12	112489448	112499927	1	ENSG00000184601	C14orf180	14	104579684	104590515	ortholog_one2one	0	33.9394	31.6384	100	100
ENSMUSG00000044408	Sptssa	12	54645392	54656573	-1	ENSG00000165389	SPTSSA	14	34432788	34462240	ortholog_one2one	1	98.5916	98.5916	100	100
ENSMUSG00000044715	Gskip	12	105684829	105703023	1	ENSG00000100744	GSKIP	14	96363452	96387288	ortholog_one2one	1	88.8889	92.0863	100	100
ENSMUSG00000044726	Erich5	15	34453305	34473892	1	ENSG00000177459	ERICH5	8	98064522	98093610	ortholog_one2one	1	52.2099	50.5348	100	100
ENSMUSG00000047832	Cdca4	12	112820229	112829423	-1	ENSG00000170779	CDCA4	14	105009573	105021083	ortholog_one2one	1	74.2616	73.029	100	100
ENSMUSG00000048251	Bcl11b	12	107910403	108003602	-1	ENSG00000127152	BCL11B	14	99169287	99272197	ortholog_one2one	1	93.2127	92.17	100	100
ENSMUSG00000048562	Sp8	12	118846329	118852576	1	ENSG00000164651	SP8	7	20782283	20786886	ortholog_one2one	1	96.9136	92.7165	100	100
ENSMUSG00000049036	Tmem121	12	113185930	113189523	1	ENSG00000184986	TMEM121	14	105526583	105530202	ortholog_one2one	1	97.4843	97.1787	100	100
ENSMUSG00000049792	Bag5	12	111709488	111713257	-1	ENSG00000166170	BAG5	14	103556544	103562831	ortholog_one2one	1	91.2752	83.6066	75	100
ENSMUSG00000050671	Ism2	12	87278638	87299705	-1	ENSG00000100593	ISM2	14	77474394	77498816	ortholog_one2one	1	66.5314	57.4431	100	94.31
ENSMUSG00000052160	Pld4	12	112760655	112768990	1	ENSG00000166428	PLD4	14	104924713	104937790	ortholog_one2one	1	74.3539	72.9045	100	100
ENSMUSG00000054013	Tmem179	12	112500189	112516747	-1	ENSG00000258986	TMEM179	14	104474678	104605647	ortholog_one2one	1	93.5622	93.5622	100	100
ENSMUSG00000054196	Cthrc1	15	39076932	39087121	1	ENSG00000164932	CTHRC1	8	103371538	103382989	ortholog_one2one	1	93.0612	93.8272	100	100
ENSMUSG00000054383	Pnma1	12	84146131	84148489	-1	ENSG00000176903	PNMA1	14	73711783	73714384	ortholog_one2one	1	92.068	92.068	100	100
ENSMUSG00000056553	Ptprn2	12	116485720	117276849	1	ENSG00000155093	PTPRN2	7	157539056	158587823	ortholog_one2one	1	70.4296	69.4581	50	100
ENSMUSG00000056899	Immp2l	12	41024090	41955588	1	ENSG00000184903	IMMP2L	7	110662644	111562517	ortholog_one2one	1	91.4286	91.4286	100	100
ENSMUSG00000059060	Rad51b	12	79297282	79814690	1	ENSG00000182185	RAD51B	14	67819779	68730218	ortholog_one2one	0	82.1705	49.8824	100	93.9
ENSMUSG00000059114	Lrrc74a	12	86734369	86763797	1	ENSG00000100565	LRRC74A	14	76826372	76870302	ortholog_one2one	1	68.9938	68.8525	100	99.17
ENSMUSG00000060863	Tcl1b2	12	105146014	105155225	1	ENSG00000213231	TCL1B	14	95686426	95692628	ortholog_one2many	0	31.6239	28.9062	100	0.02
ENSMUSG00000061947	Serpina10	12	103614786	103631444	-1	ENSG00000140093	SERPINA10	14	94280460	94293268	ortholog_one2one	1	71.4286	72.0721	100	100
ENSMUSG00000062961	Ccdc177	12	80754043	80760687	-1	ENSG00000267909	CCDC177	14	69569799	69574871	ortholog_one2one	1	90.7932	90.6648	100	100
ENSMUSG00000063232	Serpina11	12	103980243	103989957	-1	ENSG00000186910	SERPINA11	14	94442464	94452800	ortholog_one2one	1	74.2389	75.1185	100	100
ENSMUSG00000064326	Siva1	12	112644679	112649149	1	ENSG00000184990	SIVA1	14	104753147	104768494	ortholog_one2one	1	70.8571	70.8571	100	100
ENSMUSG00000064373	Selenop	15	3268547	3280508	1	ENSG00000250722	SELENOP	5	42799880	42887392	ortholog_one2one	1	71.5789	71.3911	50	100
ENSMUSG00000066359	Tcl1b1	12	105159690	105166625	1	ENSG00000213231	TCL1B	14	95686426	95692628	ortholog_one2many	0	32.7586	29.6875	100	NA
ENSMUSG00000068940	Tcl1b3	12	105191043	105195612	1	ENSG00000213231	TCL1B	14	95686426	95692628	ortholog_one2many	0	31.1475	29.6875	100	NA
ENSMUSG00000071234	Syndig1l	12	84677277	84698831	-1	ENSG00000183379	SYNDIG1L	14	74405894	74426210	ortholog_one2one	1	89.0295	88.6555	100	100
ENSMUSG00000071235	Vrtn	12	84641019	84651455	1	ENSG00000133980	VRTN	14	74303069	74360008	ortholog_one2one	1	70.6757	74.5014	100	100
ENSMUSG00000072812	Ahnak2	12	112772194	112802657	-1	ENSG00000185567	AHNAK2	14	104937244	104978374	ortholog_one2one	0	56.6168	16.9802	100	97.2
ENSMUSG00000072825	Cep170b	12	112720455	112746592	1	ENSG00000099814	CEP170B	14	104865268	104896770	ortholog_one2one	1	79.4155	80.4376	100	100
ENSMUSG00000072919	Noxred1	12	87221040	87238732	-1	ENSG00000165555	NOXRED1	14	77394021	77423517	ortholog_one2one	1	59.8361	61.0028	100	100
ENSMUSG00000072949	Acot1	12	84009490	84018371	1	ENSG00000119673	ACOT2	14	73567620	73575658	ortholog_many2many	1	76.611	66.4596	75	91.88
ENSMUSG00000072949	Acot1	12	84009490	84018371	1	ENSG00000184227	ACOT1	14	73537143	73543796	ortholog_many2many	1	76.8496	76.4846	75	NA
ENSMUSG00000079007	Tcl1b4	12	105201957	105206993	1	ENSG00000213231	TCL1B	14	95686426	95692628	ortholog_one2many	0	35	32.8125	100	71.31
